SN,Source,Region,Country,Country_ID,ISO2,ISO3,ADMIN1_NAME,ADMIN1_CODE,ADMIN2_NAME,ADMIN2_CODE,IU_NAME,IU_ID,LocationName,Longitude,Latitude,LocationType,Georeliability,Year_MDA1,N_MDA,Baseline_Prev,SurveyYear,Period,SurveyMonth,Passage,Method_0,Method_1,Method_2,Age_start,Age_end,Examined,Positive,Prevalence,CMFL,Vector_spp,Perc_PoolPositive,SourceOrigen,Funding,Composite_IU_ID
9856,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Gera,18865,Ceriko,36.04597,7.59172,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,13,0.433,null,,null,,APOC Trust Fund,AETH0194818865
9857,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,KONDALA,18926,Chaba,34.72661,9.35058,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,0,0,null,,null,,APOC Trust Fund,AETH0194818926
9858,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Kamashi,3161,Kamashi,18694,Chabe,35.80149,9.58944,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0194418694
9859,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Gida Ayana,18866,Chafe gupena,36.63114,9.67982,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,4,0.133,null,,null,,APOC Trust Fund,AETH0194818866
9860,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,Awi,3126,Guangua,18607,CHAGNI,36.516702,10.958746,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,1,0.033,null,,null,,APOC Trust Fund,AETH0194318607
9861,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Dega,18821,Chala Gudistu,35.99371,8.66365,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,5,0.156,null,,null,,APOC Trust Fund,AETH0194818821
9862,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Dano,18814,CHALLO,37.25,8.7833,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,40,0,0,null,,null,,APOC Trust Fund,AETH0194818814
9863,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Jibat,18917,Chaloo,37.39228,8.82604,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,7,0.212,null,,null,,APOC Trust Fund,AETH0194818917
9864,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Jibat,18917,CHALOO,37.39244,8.8267,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,91,19,0.209,null,,null,,APOC Trust Fund,AETH0194818917
9865,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Jibat,18917,CHALOO,37.39244,8.8267,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,91,2,0.022,null,,null,,APOC Trust Fund,AETH0194818917
9866,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Horo Guduru,16644,Abe Dongoro,18741,CHANCHO,36.71153,9.64265,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,134,0,0,null,,null,,APOC Trust Fund,AETH0194818741
9867,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Horo Guduru,16644,Abe Dongoro,18741,CHANCHO,36.71153,9.64265,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,134,0,0,null,,null,,APOC Trust Fund,AETH0194818741
9868,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Kelem Wellega,3164,Dalle Wabera,18812,CHANKA,35.050116,8.816703,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,33,22,0.667,null,,null,,APOC Trust Fund,AETH0194818812
9869,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Bedele Rural,18781,Chara,36.52761,8.4274,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,5,0.167,null,,null,,APOC Trust Fund,AETH0194818781
9870,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,S.W. Shewa,3181,KERSANA MALIMA,18925,CHARI,38.55,8.7,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,40,0,0,null,,null,,APOC Trust Fund,AETH0194818925
9871,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Tiro Afeta,19019,Chari 1,37.19986,7.93952,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,1,0.033,null,,null,,APOC Trust Fund,AETH0194819019
9872,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Dawro,3138,Konta,19214,Chebera,36.67427,7.03547,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,288,37,0.128,null,,null,,APOC Trust Fund,AETH0195019214
9873,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Sidama,3184,Boricha,19144,CHEBICHA,38.2167,6.8833,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,5,0.167,null,,null,,APOC Trust Fund,AETH0195019144
9874,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Limmu Seka,18946,Chefe,36.87726,8.40442,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,8,0.267,null,,null,,APOC Trust Fund,AETH0194818946
9875,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,E. Gojam,3142,Gozamin,18605,CHEMOGA,37.752201,10.335221,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,31,0,0,null,,null,,APOC Trust Fund,AETH0194318605
9876,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,E. Gojam,3142,Aneded,18538,Chemza,37.95588,10.1656,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,103,0,0,null,,null,,APOC Trust Fund,AETH0194318538
9877,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Dega,18821,Chencho,36.16404,8.59302,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,34,9,0.265,null,,null,,APOC Trust Fund,AETH0194818821
9878,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,N. Gonder,3171,Chilga,18562,CHERBRA,36.868581,12.708857,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,39,3,0.077,null,,null,,APOC Trust Fund,AETH0194318562
9879,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Tiro Afeta,19019,Cherema,37.23444,7.83654,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,34,3,0.088,null,,null,,APOC Trust Fund,AETH0194819019
9880,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Kafa,3160,Adiyo,19230,Chilla,36.59861,7.12824,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,8,0.16,null,,null,,APOC Trust Fund,AETH0195019230
9881,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,N. Gonder,3171,Alefa,18535,Chima,36.69004,12.12973,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,0,0,null,,null,,APOC Trust Fund,AETH0194318535
9882,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,S. Gonder,3178,Dera,18583,CHIMBEL,37.627088,11.752042,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0194318583
9883,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Gera,18865,CHIRA,36.282721,7.768542,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,31,1,0.032,null,,null,,APOC Trust Fund,AETH0194818865
9884,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Kafa,3160,Gimbo,19188,CHOBA,36.3667,7.4167,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,46,16,0.348,null,,null,,APOC Trust Fund,AETH0195019188
9885,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Kafa,3160,Gimbo,19188,Choba Bloc 9,36.44162,7.40731,Village,1,null,null,null,null,,,null,Phase 1a Epidemiological evaluation,Parasitological,Parasitology (Skin biopsy),null,null,108,0,0,0,,null,APOC,APOC Trust Fund,AETH0195019188
9886,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Gobu Sayo,18875,Chokorsa 2nd,37.01108,9.02707,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,8,0.242,null,,null,,APOC Trust Fund,AETH0194818875
9887,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Dano,18814,Choree,37.23293,8.78035,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,2,0.063,null,,null,,APOC Trust Fund,AETH0194818814
9888,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Dega,18821,CHOROKO,36.1833,8.6,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,45,1,0.022,null,,null,,APOC Trust Fund,AETH0194818821
9889,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,GENJI,18852,Cisa,35.5724,8.9723,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,0,0,null,,null,,APOC Trust Fund,AETH0194818852
9890,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,L/ASSABI,18936,Cori,35.56888,9.12052,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,2,0.057,null,,null,,APOC Trust Fund,AETH0194818936
9891,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Borena,3135,Dire,18837,Corora,38.222083,3.8938,Village,2,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,11,0,0,null,,null,,APOC Trust Fund,AETH0194818837
9892,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,M/SIBU,18949,Culusa,34.95135,9.8257,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,7,0.2,null,,null,,APOC Trust Fund,AETH0194818949
9893,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Dawro,3138,Loma,19218,DABA WARA,36.95,6.7333,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,50,9,0.18,null,,null,,APOC Trust Fund,AETH0195019218
9894,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,M/SIBU,18949,Dabesa,34.91522,9.83583,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,5,0.143,null,,null,,APOC Trust Fund,AETH0194818949
9895,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Sidama,3184,Shebedino,19247,Dadicho,38.4694,6.85368,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,162,0,0,null,,null,,APOC Trust Fund,AETH0195019247
9896,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,M/SIBU,18949,Daga Idooroo,34.96472,9.86069,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,2,0.057,null,,null,,APOC Trust Fund,AETH0194818949
9897,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Bedele Rural,18781,Dagoye,36.52875,8.42897,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,5,0.167,null,,null,,APOC Trust Fund,AETH0194818781
9898,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Gumay,18885,Dajo,36.4767,7.95976,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,0,0,null,,null,,APOC Trust Fund,AETH0194818885
9899,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Wolayita,3195,DAMOTGALE,19155,DALBO,37.794976,6.954283,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,31,0,0,null,,null,,APOC Trust Fund,AETH0195019155
9900,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Dalle,35.52532,8.74853,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,21,0.6,null,,null,,APOC Trust Fund,AETH0194818973
9901,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Danbil,35.6217,8.71383,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,16,0.5,null,,null,,APOC Trust Fund,AETH0194818973
9902,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Gudeya Bila,18883,Danfa Bobe,37.02469,9.23571,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,31,2,0.065,null,,null,,APOC Trust Fund,AETH0194818883
9903,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Limmu kossa,18947,Dange (caraqi),37.02698,8.21398,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,31,8,0.258,null,,null,,APOC Trust Fund,AETH0194818947
9904,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,Awi,3126,Dangila,18567,DANGILA,36.875604,11.266554,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,38,2,0.053,null,,null,,APOC Trust Fund,AETH0194318567
9905,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Metekel,3169,Dangure,18690,DANGUR,36.103928,11.309388,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,38,8,0.211,null,,null,,APOC Trust Fund,AETH0194418690
9906,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Gomma,18878,Dansa,36.6378,7.82845,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,40,16,0.4,null,,null,,APOC Trust Fund,AETH0194818878
9907,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,HARU,18892,Danu,35.77711,8.98447,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,10,0.286,null,,null,,APOC Trust Fund,AETH0194818892
9908,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Darare,35.54246,8.73234,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,12,0.343,null,,null,,APOC Trust Fund,AETH0194818973
9909,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,W. Shewa,3190,Mida kegn,18964,Daso (Dere),37.62419,9.05993,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,0,0,null,,null,,APOC Trust Fund,AETH0194818964
9910,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Guji,3151,Odo Shakkiso,18982,DAWA DIGA,38.7333,5.4167,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,40,0,0,null,,null,,APOC Trust Fund,AETH0194818982
9911,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Dawwo,35.53874,8.73488,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,14,0.4,null,,null,,APOC Trust Fund,AETH0194818973
9912,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Nono Sale,18979,Daye,35.20168,7.99946,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,14,0.4,null,,null,,APOC Trust Fund,AETH0194818979
9913,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Sheka,3182,Yeki woreda,19272,Daye,35.38601,7.2573,Village,1,null,null,null,null,,,null,Phase 1a Epidemiological evaluation,Parasitological,Parasitology (Skin biopsy),null,null,156,1,0.006,0,,null,APOC,APOC Trust Fund,AETH0195019272
9914,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,B/Gambel,18772,DEBEKA,35.187276,9.301611,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,32,0,0,null,,null,,APOC Trust Fund,AETH0194818772
9915,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,S. Gonder,3178,Lay gaint,18628,DEBIL TEK,38.5167,12.0333,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,50,0,0,null,,null,,APOC Trust Fund,AETH0194318628
9916,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,West Gojam,3193,Jabi tehinan,18613,Debola,37.17142,10.70403,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,240,0,0,null,,null,,APOC Trust Fund,AETH0194318613
9917,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Metu Rural,18961,Degago,35.29527,8.2935,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,31,14,0.452,null,,null,,APOC Trust Fund,AETH0194818961
9918,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Kamashi,3161,Kamashi,18694,Deguba Be,35.83255,9.45738,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,3,0.1,null,,null,,APOC Trust Fund,AETH0194418694
9919,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,Awi,3126,Jawi,18616,Dehana,36.337217,11.8633,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,36,11,0.306,null,,null,,APOC Trust Fund,AETH0194318616
9920,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,E. Wellega,3146,Limu,18948,Dekadera,36.41887,9.72568,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,8,0.267,null,,null,,APOC Trust Fund,AETH0194818948
9921,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,South Omo,3186,BASKETO,19131,DELASA,36.6667,6.3167,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,12,0.4,null,,null,,APOC Trust Fund,AETH0195019131
9922,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Bench Maji,3134,Guraferda,19192,Dembi,35.37061,6.95943,Village,1,null,null,null,null,,,null,Phase 1a Epidemiological evaluation,Parasitological,Parasitology (Skin biopsy),null,null,330,30,0.091,0.306576033,,null,APOC,APOC Trust Fund,AETH0195019192
9923,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Didesa,18830,DEMBI,36.451908,8.085211,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,31,2,0.065,null,,null,,APOC Trust Fund,AETH0194818830
9924,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Kelem Wellega,3164,Seyyo,19000,DEMBIDOLO,34.791682,8.520433,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,8,0.267,null,,null,,APOC Trust Fund,AETH0194819000
9925,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Dawro,3138,Essera,19178,DENGA WEY,37,6.85,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,4,0.133,null,,null,,APOC Trust Fund,AETH0195019178
9926,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Didesa,18830,Denkuna,36.50334,8.08872,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,0,0,null,,null,,APOC Trust Fund,AETH0194818830
9927,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Nono Sale,18979,Derba,35.36839,7.9017,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,34,14,0.412,null,,null,,APOC Trust Fund,AETH0194818979
9928,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Gambela,1946,Itang,3157,Itang,18720,Derung,34.10291,8.31013,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,3,0.06,null,,null,,APOC Trust Fund,AETH0194618720
9929,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Gamo Gofa,3148,BONEKE,19135,Deshkele,37.28422,5.9635,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,126,0,0,null,,null,,APOC Trust Fund,AETH0195019135
9930,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,B/DIRMEJI,18771,Dhadamsa,35.74819,9.43885,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,18,0.563,null,,null,,APOC Trust Fund,AETH0194818771
9931,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NEDJO R.,18971,Didisi,35.42885,9.3513,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,66,27,0.409,null,,null,,APOC Trust Fund,AETH0194818971
9932,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Digai,35.60985,8.74245,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,7,0.2,null,,null,,APOC Trust Fund,AETH0194818973
9933,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,NOLE K.,18973,Dilgasa,35.66782,8.75569,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,33,11,0.333,null,,null,,APOC Trust Fund,AETH0194818973
9934,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Benshangul-Gumuz,1944,Kamashi,3161,Yaso,18704,Dilidil,35.95969,9.96394,Village,1,null,null,null,2012,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,50,34,0.68,null,,null,,APOC Trust Fund,AETH0194418704
9935,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Amhara,1943,N. Gonder,3171,Takusa,18666,Dimble Agesa,36.80355,12.12501,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,36,0,0,null,,null,,APOC Trust Fund,AETH0194318666
9936,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Tiro Afeta,19019,Dimtu,37.24211,8.02616,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,30,3,0.1,null,,null,,APOC Trust Fund,AETH0194819019
9937,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,West Wellega,3194,L/ASSABI,18936,Dingo,35.64232,9.08286,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,3,0.086,null,,null,,APOC Trust Fund,AETH0194818936
9938,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Hadiya,3153,Soro,19252,DINKORE,37.4833,7.5,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,35,4,0.114,null,,null,,APOC Trust Fund,AETH0195019252
9939,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,SNNP,1950,Sidama,3184,Aleta chuko,19124,Dinto,38.23743,6.48504,Village,1,null,null,null,2014,2011 - 2016,,null,Mapping,Parasitological,Parasitology (Skin biopsy),null,null,78,0,0,null,,null,,APOC Trust Fund,AETH0195019124
9940,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Sokoru,19012,Dire,37.31999,7.75847,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,32,4,0.125,null,,null,,APOC Trust Fund,AETH0194819012
9941,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Illu Aba bora,3155,Nono Sale,18979,Dogo,35.33249,7.88277,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,35,13,0.371,null,,null,,APOC Trust Fund,AETH0194818979
9942,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Tiro Afeta,19019,Dogoso,37.20718,7.80586,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,34,5,0.147,null,,null,,APOC Trust Fund,AETH0194819019
9943,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Omo Nada,18983,Dora,37.20319,7.78953,Village,1,null,null,null,2011,2011 - 2016,,null,Mapping,Clinical,Nodule palpation,null,null,30,2,0.067,null,,null,,APOC Trust Fund,AETH0194818983
9944,AFRO,Eastern Africa,Ethiopia,17,ET,ETH,Oromiya,1948,Jimma,3159,Limmu Seka,18946,DORA GABE,36.85,8.15,Village,1,null,null,null,null,Before 2001,,null,Mapping,Clinical,Nodule palpation,null,null,33,0,0,null,,null,,APOC Trust Fund,AETH0194818946
